ticker,price,stage,technical_stage,pattern,formation_score,technical_score,risk_score,decision,market_regime_state,market_regime_score,market_regime_reason,rs20_vs_spy,rsi14,rvol,max_up_day_30d_pct,ten_pct_up_days_30d,explosive_move_30d,atr_pct,avg_dollar_volume,ema20,ema50,ema200,daily_support,daily_resistance,weekly_support,weekly_resistance,monthly_support,monthly_resistance,entry_trigger,entry_model,entry_condition,entry_buffer_pct,retest_reference,retest_distance_pct,retest_quality_score,retest_quality_reasons,ema20_slope5_pct,support_touch_count,higher_low,bullish_close,stop,stop_basis,stop_anchor,stop_anchor_distance_pct,risk_pct,swing5_low,swing10_low,target_5,target_8,target_10,rr_to_8pct,next_higher_resistance,runway_to_next_resistance_pct,runway_ok,min_runway_required_pct,effective_target,effective_target_pct,effective_rr,effective_rr_ok,min_effective_rr_required,distance_to_20d_high_pct,extension_above_20d_high_pct,avg_share_volume20,median_dollar_volume20,adr20_pct,liquidity_gate_passed,volatility_gate_passed,company_name,stage_rank,rank_score,theme,theme_etf,theme_score,theme_state,theme_bonus,theme_match_confidence,theme_match_source,theme_match_reason,sector_regime_ok,catalyst_score,catalyst_status,catalyst_type,catalyst_bias,catalyst_headline,catalyst_provider,catalyst_age_hours,catalyst_relevance,catalyst_fresh,news_freshness_status,catalyst_materiality,rejected_news_count,earnings_days,negative_catalyst_risk,final_score,final_decision,live_status,live_session_date,live_bar_at_et,live_bar_high,live_bar_low,live_price,session_high,session_low,live_vwap,live_above_vwap,opening_range_high,opening_range_low,live_above_or_high,intraday_rvol,volume_vs_9ma,opening_30m_rvol,opening_volume_spike_2x,quote_bid,quote_ask,bid_ask_spread_pct,spread_gate_passed,spread_gate_source,live_trigger_reached,live_retest_touched,live_confirmation_score,premarket_price,premarket_gap_pct,premarket_volume,premarket_status,live_trade_action,market_hunt_score,universal_10pct_gate,v4_priority_score,monitor_tier
DELL,544.65,REJECT,REJECT,"20/50 uptrend, rising EMA50",34,58,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,15.54,65.0,0.76,15.81,2,True,6.35,4531818763.0,498.12,456.08,313.1,421.89,567.75,358.88,567.75,136.85,514.0,570.52,RESISTANCE_BREAKOUT,BREAKOUT,0.49,,,0,,,0,False,False,536.29,ATR_FALLBACK,518.62,9.1,6.0,506.25,421.89,599.04,616.16,627.57,1.33,,,False,5.0,616.16,8.0,1.33,False,2.5,4.24,0.0,9167014.0,3303215749.0,5.98,True,True,Dell Technologies Inc. Class C Common Stock ,0,47.0,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,47.0,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,47.0,True,50.95,WARM
BLSH,36.56,REJECT,REJECT,"20/50 uptrend, rising EMA50, volume contraction",32,56,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,48.5,64.7,0.34,11.57,2,True,5.89,49364562.0,32.95,30.1,34.38,23.96,39.56,20.55,37.1,20.55,48.93,39.73,RESISTANCE_BREAKOUT,BREAKOUT,0.44,,,0,,,0,False,False,37.34,ATR_FALLBACK,36.5,8.13,6.0,33.39,32.2,41.71,42.91,43.7,1.33,48.93,23.16,True,5.0,42.91,8.0,1.33,False,2.5,8.19,0.0,1512175.0,46266259.0,5.89,True,True,Bullish Ordinary Shares,0,47.6,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,47.6,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,47.6,True,50.49,WARM
BTG,5.16,DISCOVER,DISCOVER,"above EMA50, rising EMA50, tight range, volume contraction, low-volume pullback",46,56,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,1.64,33.3,0.34,22.98,1,True,4.31,160065832.0,5.3,4.93,4.65,4.95,5.88,3.56,5.88,3.56,6.2,5.9,RESISTANCE_BREAKOUT,BREAKOUT,0.3,,,0,,,0,False,False,5.54,ATR_FALLBACK,5.56,5.65,6.0,5.12,5.12,6.19,6.37,6.49,1.33,6.2,5.19,True,5.0,6.2,5.19,0.86,False,2.5,13.9,0.0,29075948.0,142669348.0,3.43,True,True,B2Gold Corp Common shares (Canada),2,41.2,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,41.2,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,41.2,True,49.94,WARM
DT,55.23,REJECT,REJECT,"20/50 uptrend, rising EMA50, volume contraction",32,56,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,18.03,64.1,0.51,11.27,1,True,3.47,329412893.0,51.37,48.57,44.26,47.5,54.83,39.65,54.83,31.64,54.83,55.23,RESISTANCE_BREAKOUT,BREAKOUT,0.72,,,0,,,0,False,False,52.01,ATR_FALLBACK,52.36,5.2,5.83,49.56,49.56,57.99,59.65,60.75,1.37,,,False,5.0,59.65,8.0,1.37,False,2.5,-0.72,0.72,6417954.0,279981303.0,3.07,True,True,"Dynatrace, Inc. Common Stock",0,46.6,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,46.6,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,46.6,True,49.42,WARM
TENB,38.55,REJECT,REJECT,"20/50 uptrend, compressed below 20d resistance",34,58,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,11.26,62.9,0.62,16.51,2,True,6.66,183811875.0,34.81,34.2,29.22,29.97,38.7,25.73,43.67,15.73,43.67,38.91,RESISTANCE_BREAKOUT,BREAKOUT,0.53,,,0,,,0,False,False,36.57,ATR_FALLBACK,35.05,9.9,6.0,29.97,29.97,40.85,42.02,42.8,1.33,43.67,12.25,True,5.0,42.02,8.0,1.33,False,2.5,0.39,0.0,5267440.0,113311781.0,6.1,True,True,"Tenable Holdings, Inc. - Common Stock",0,44.9,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,44.9,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,44.9,True,49.03,WARM
IAG,19.46,DISCOVER,DISCOVER,"above EMA50, rising EMA50, tight range, volume contraction, low-volume pullback",46,56,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,4.18,31.2,0.39,14.29,1,True,4.23,96012472.0,19.81,18.57,17.12,18.09,22.32,13.62,22.32,13.62,24.87,22.39,RESISTANCE_BREAKOUT,BREAKOUT,0.3,,,0,,,0,False,False,21.04,ATR_FALLBACK,21.15,5.52,6.0,19.47,19.25,23.51,24.18,24.62,1.33,24.87,11.1,True,5.0,24.18,8.0,1.33,False,2.5,14.7,0.0,4681126.0,84671954.0,3.6,True,True,Iamgold Corporation Ordinary Shares,2,42.4,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,42.4,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,42.4,True,48.97,WARM
PANW,379.4,DISCOVER,DISCOVER,"20/50 uptrend, rising EMA50, compressed below 20d resistance",42,58,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,3.0,60.4,0.58,13.09,2,True,5.71,2254101780.0,352.97,341.17,267.87,321.39,387.33,282.52,398.88,143.5,398.88,389.06,RESISTANCE_BREAKOUT,BREAKOUT,0.45,,,0,,,0,False,False,365.72,ATR_FALLBACK,356.55,8.36,6.0,325.32,321.39,408.52,420.19,427.97,1.33,398.88,2.52,False,5.0,398.88,2.52,0.42,False,2.5,2.09,0.0,6371197.0,1890023727.0,4.92,True,True,"Palo Alto Networks, Inc. - Common Stock",2,42.4,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,42.4,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,42.4,True,48.67,WARM
NVAX,9.32,REJECT,REJECT,"above EMA50, rising EMA50, volume contraction, low-volume pullback",36,54,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,17.51,48.2,0.32,10.84,1,True,6.48,53610480.0,9.35,8.97,8.71,7.84,10.75,7.15,10.75,7.15,11.61,10.8,RESISTANCE_BREAKOUT,BREAKOUT,0.45,,,0,,,0,False,False,10.15,ATR_FALLBACK,9.89,8.39,6.0,9.11,9.09,11.34,11.66,11.88,1.33,11.61,7.52,True,5.0,11.61,7.52,1.25,False,2.5,15.34,0.0,5693134.0,51340618.0,6.29,True,True,"Novavax, Inc. - Common Stock",0,45.8,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,45.8,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,45.8,True,48.51,WARM
FLR,53.91,DISCOVER,DISCOVER,"above EMA50, rising EMA50, near EMA50 support, volume contraction, low-volume pullback",42,58,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,0.51,59.1,0.27,16.92,1,True,3.58,119866018.0,54.07,52.72,49.02,50.65,58.35,46.77,58.35,41.6,57.93,58.5,RESISTANCE_BREAKOUT,BREAKOUT,0.26,,,0,,,0,False,False,55.26,ATR_FALLBACK,55.61,4.95,5.54,51.24,51.24,61.43,63.18,64.35,1.44,,,False,5.0,63.18,8.0,1.44,False,2.5,8.24,0.0,2208585.0,111610124.0,3.42,True,True,Fluor Corporation Common Stock,2,41.1,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,41.1,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,41.1,True,48.33,WARM
IOT,42.81,REJECT,REJECT,"20/50 uptrend, rising EMA50",34,58,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,11.81,60.4,0.34,11.8,1,True,6.03,293859555.0,39.82,38.23,35.45,36.67,45.12,28.77,45.12,25.1,42.68,45.33,RESISTANCE_BREAKOUT,BREAKOUT,0.46,,,0,,,0,False,False,42.61,ATR_FALLBACK,41.45,8.54,6.0,37.31,36.67,47.59,48.95,49.86,1.33,,,False,5.0,48.95,8.0,1.33,False,2.5,5.38,0.0,7377598.0,219491116.0,5.39,True,True,Samsara Inc. Class A Common Stock,0,45.2,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,45.2,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,45.2,True,48.15,WARM
SAIL,20.08,REJECT,REJECT,"20/50 uptrend, rising EMA50",34,58,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,10.01,58.9,1.02,15.31,2,True,7.28,75306567.0,18.63,17.65,16.83,16.62,21.36,12.4,21.36,10.3,21.36,21.48,RESISTANCE_BREAKOUT,BREAKOUT,0.55,,,0,,,0,False,False,20.19,ATR_FALLBACK,19.29,10.21,6.0,16.62,16.62,22.56,23.2,23.63,1.33,,,False,5.0,23.2,8.0,1.33,False,2.5,6.43,0.0,3983994.0,57333562.0,5.98,True,True,"SailPoint, Inc. - Common Stock",0,44.3,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,44.3,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,44.3,True,48.13,WARM
ESTC,86.94,REJECT,REJECT,"20/50 uptrend, rising EMA50, volume contraction, low-volume pullback",36,56,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,6.22,55.9,0.22,19.31,2,True,6.77,272030427.0,85.6,77.84,69.34,78.79,108.0,53.04,108.0,42.05,108.0,108.47,RESISTANCE_BREAKOUT,BREAKOUT,0.44,,,0,,,0,False,False,101.96,ATR_FALLBACK,99.64,8.14,6.0,82.15,82.15,113.89,117.15,119.32,1.33,,,False,5.0,117.15,8.0,1.33,False,2.5,24.22,0.0,3022217.0,208755142.0,4.57,True,True,Elastic N.V. Ordinary Shares,0,41.5,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,41.5,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,41.5,True,46.33,WARM
S,23.59,REJECT,REJECT,"20/50 uptrend, rising EMA50, volume contraction",32,56,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,10.16,64.3,0.53,14.48,2,True,5.45,180779680.0,20.9,20.03,17.54,19.07,23.05,14.4,23.95,11.81,23.95,23.59,RESISTANCE_BREAKOUT,BREAKOUT,2.39,,,0,,,0,False,False,22.18,ATR_FALLBACK,21.67,8.18,6.0,19.07,19.07,24.77,25.48,25.95,1.33,23.95,1.5,False,5.0,23.95,1.5,0.25,False,2.5,-2.33,2.39,8560166.0,124130560.0,5.02,True,True,"SentinelOne, Inc. Class A Common Stock",0,42.6,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,42.6,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,42.6,True,46.22,WARM
DOCU,73.54,REJECT,REJECT,"20/50 uptrend, rising EMA50, volume contraction",32,50,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,24.96,74.2,0.62,10.31,1,True,4.21,215473750.0,64.89,59.68,57.14,58.73,70.4,42.25,70.4,41.37,66.33,73.54,RESISTANCE_BREAKOUT,BREAKOUT,4.46,,,0,,,0,False,False,69.13,ATR_FALLBACK,68.9,6.31,6.0,63.63,63.6,77.22,79.42,80.89,1.33,,,False,5.0,79.42,8.0,1.33,False,2.5,-4.27,4.46,3323436.0,197551652.0,3.93,True,True,"DocuSign, Inc. - Common Stock",0,43.6,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,43.6,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,43.6,True,46.18,WARM
WIX,83.91,REJECT,REJECT,"20/50 uptrend, rising EMA50, volume contraction",32,50,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,15.85,47.1,0.15,17.49,2,True,6.23,119683678.0,78.51,71.31,81.55,69.27,96.8,40.16,96.8,40.16,94.83,97.22,RESISTANCE_BREAKOUT,BREAKOUT,0.43,,,0,,,0,False,False,91.38,ATR_FALLBACK,89.38,8.06,6.0,69.27,69.27,102.08,105.0,106.94,1.33,,,False,5.0,105.0,8.0,1.33,False,2.5,15.36,0.0,1464763.0,105672139.0,5.74,True,True,Wix.com Ltd. - Ordinary Shares,0,41.6,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,41.6,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,41.6,True,45.97,WARM
GAP,20.43,DISCOVER,DISCOVER,"rising EMA50, near EMA50 support, tight range, volume contraction, low-volume pullback",42,58,55,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,3.29,51.6,0.16,12.94,1,True,5.41,186064992.0,21.22,20.99,22.35,19.52,25.8,17.94,25.8,17.94,27.97,25.89,RESISTANCE_BREAKOUT,BREAKOUT,0.34,,,0,,,0,False,False,24.34,ATR_FALLBACK,24.23,6.41,6.0,20.71,20.71,27.18,27.96,28.48,1.33,27.97,8.04,True,5.0,27.96,8.0,1.33,False,2.5,26.25,0.0,8634044.0,143685323.0,3.36,True,True,"Gap, Inc. (The) Common Stock",2,39.5,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,39.5,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,39.5,True,45.74,WARM
CHYM,33.24,REJECT,REJECT,"20/50 uptrend, rising EMA50",34,54,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,7.72,50.6,0.4,20.56,1,True,4.36,241998922.0,32.4,28.95,23.95,30.38,35.55,16.46,35.55,15.88,34.16,35.67,RESISTANCE_BREAKOUT,BREAKOUT,0.33,,,0,,,0,False,False,33.53,ATR_FALLBACK,33.49,6.1,6.0,32.16,31.52,37.45,38.52,39.23,1.33,,,False,5.0,38.52,8.0,1.33,False,2.5,6.95,0.0,7317864.0,205313640.0,4.09,True,True,"Chime Financial, Inc. - Class A Common Stock",0,40.5,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,40.5,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,40.5,True,45.64,WARM
CRWD,243.15,REJECT,REJECT,"20/50 uptrend, rising EMA50",26,50,35,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,15.7,69.2,0.89,20.5,2,True,6.24,2460932928.0,213.99,202.34,160.08,181.24,239.37,165.5,233.88,90.45,233.88,243.15,RESISTANCE_BREAKOUT,BREAKOUT,1.58,,,0,,,0,False,False,228.56,ATR_FALLBACK,220.38,9.37,6.0,204.27,200.6,255.31,262.6,267.47,1.33,,,False,5.0,262.6,8.0,1.33,False,2.5,-1.56,1.58,11498752.0,1981351783.0,5.69,True,True,"CrowdStrike Holdings, Inc. - Class A Common Stock",0,40.3,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,40.3,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,40.3,True,45.42,WARM
SWKS,88.67,REJECT,REJECT,"20/50 uptrend, rising EMA50",34,52,55,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,32.94,75.7,1.01,11.87,1,True,5.69,502859348.0,74.76,70.25,66.67,63.06,92.3,55.43,92.3,51.48,85.18,92.7,RESISTANCE_BREAKOUT,BREAKOUT,0.44,,,0,,,0,False,False,87.14,ATR_FALLBACK,85.14,8.16,6.0,73.5,64.65,97.34,100.12,101.97,1.33,,,False,5.0,100.12,8.0,1.33,False,2.5,4.1,0.0,6824725.0,371509993.0,5.66,True,True,"Skyworks Solutions, Inc. - Common Stock",0,42.4,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,42.4,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,42.4,True,45.37,WARM
FMC,11.52,REJECT,REJECT,"rising EMA50, near EMA50 support, volume contraction, low-volume pullback",32,56,55,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,15.14,52.8,0.38,12.21,1,True,6.07,33118201.0,11.64,11.52,15.12,10.0,13.46,9.95,13.46,9.95,18.16,13.52,RESISTANCE_BREAKOUT,BREAKOUT,0.42,,,0,,,0,False,False,12.7,ATR_FALLBACK,12.47,7.75,6.0,10.98,10.98,14.19,14.6,14.87,1.33,18.16,34.38,True,5.0,14.6,8.0,1.33,False,2.5,16.89,0.0,2808284.0,28794868.0,5.27,True,True,FMC Corporation Common Stock,0,42.1,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,42.1,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,42.1,True,45.15,WARM
AU,99.94,DISCOVER,DISCOVER,"above EMA50, rising EMA50, near EMA50 support, volume contraction, low-volume pullback",42,52,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,3.0,15.7,0.24,10.81,1,True,4.02,320991873.0,105.42,99.33,90.83,96.17,123.39,72.94,123.39,72.94,124.69,123.71,RESISTANCE_BREAKOUT,BREAKOUT,0.26,,,0,,,0,False,False,116.96,ATR_FALLBACK,117.68,4.87,5.46,99.32,99.32,129.9,133.61,136.08,1.47,124.69,0.79,False,5.0,124.69,0.79,0.15,False,2.5,23.46,0.0,2852422.0,279230609.0,3.28,True,True,AngloGold Ashanti PLC Ordinary Shares,2,38.4,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,38.4,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,38.4,True,44.1,WARM
EGO,40.02,DISCOVER,DISCOVER,"above EMA50, rising EMA50, near EMA50 support, volume contraction, low-volume pullback",42,52,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,1.42,26.5,0.47,13.14,1,True,4.92,121515025.0,42.33,39.18,35.18,38.49,48.29,27.04,48.29,27.04,48.29,48.45,RESISTANCE_BREAKOUT,BREAKOUT,0.33,,,0,,,0,False,False,45.54,ATR_FALLBACK,45.49,6.1,6.0,40.48,40.48,50.87,52.32,53.29,1.33,,,False,5.0,52.32,8.0,1.33,False,2.5,20.66,0.0,2758120.0,130195238.0,3.74,True,True,Eldorado Gold Corporation Ordinary Shares,2,37.7,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,37.7,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,37.7,True,43.98,WARM
HL,18.47,DISCOVER,DISCOVER,"above EMA50, rising EMA50, near EMA50 support, volume contraction, low-volume pullback",42,52,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,0.16,36.2,0.58,14.43,1,True,5.45,619898251.0,19.55,18.43,17.56,17.81,21.69,13.78,21.69,13.78,24.63,21.77,RESISTANCE_BREAKOUT,BREAKOUT,0.37,,,0,,,0,False,False,20.46,ATR_FALLBACK,20.26,6.94,6.0,18.59,18.59,22.86,23.51,23.95,1.33,24.63,13.16,True,5.0,23.51,8.0,1.33,False,2.5,17.47,0.0,30735239.0,587773834.0,4.58,True,True,Hecla Mining Company Common Stock,2,37.0,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,37.0,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,37.0,True,43.61,WARM
PAY,36.2,DISCOVER,DISCOVER,"above EMA50, rising EMA50, tight range, volume contraction, low-volume pullback",46,52,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,-8.94,35.8,0.17,29.2,1,True,4.26,41385844.0,36.7,34.75,30.42,34.65,40.69,20.11,45.31,20.11,45.31,40.81,RESISTANCE_BREAKOUT,BREAKOUT,0.3,,,0,,,0,False,False,38.36,ATR_FALLBACK,38.5,5.66,6.0,34.77,34.65,42.85,44.08,44.89,1.33,45.31,11.02,True,5.0,44.08,8.0,1.33,False,2.5,15.69,0.0,1111686.0,39124459.0,4.28,True,True,"Paymentus Holdings, Inc. Class A Common Stock",2,33.3,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,33.3,WATCHLIST,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,33.3,True,43.6,WARM
OKTA,191.78,REJECT,REJECT,"20/50 uptrend, rising EMA50",26,44,55,NO TRADE,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,35.91,77.1,0.47,28.63,2,True,6.11,684754111.0,164.83,150.14,116.09,127.6,189.72,113.87,179.44,62.66,174.85,191.78,RESISTANCE_BREAKOUT,BREAKOUT,1.09,,,0,,,0,False,False,180.27,ATR_FALLBACK,174.2,9.17,6.0,165.74,157.73,201.37,207.12,210.96,1.33,,,False,5.0,207.12,8.0,1.33,False,2.5,-1.07,1.09,4214530.0,511086427.0,5.27,True,True,"Okta, Inc. - Class A Common Stock",0,35.6,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,0,NOT CHECKED,NONE,NEUTRAL,,,,NOT CHECKED,False,NOT CHECKED,NONE,0,,False,35.6,NO TRADE,NOT CHECKED,,,,,,,,,False,,,False,,,,False,,,,False,NONE,False,False,0,,,,NOT CHECKED,NO LIVE SIGNAL,35.6,True,42.76,WARM
